question,answer_text,answer_start,is_impossible,id,processed_question,processed_answer_text
What is the advantage of AAV vector?,"As members of the parvovirus family, AAVs are small non-enveloped viruses that are stable and amenable to long-term storage without a cold chain.",14354.0,False,1561.0,advantage aav vector,members parvovirus family aavs small non enveloped viruses stable amenable long term storage without cold chain
What is the advantage of AAV vector?,"While there is limited preexisting immunity, availability of non-human strains as vaccine candidates eliminates these concerns.",14500.0,False,1562.0,advantage aav vector,limited preexisting immunity availability non human strains vaccine candidates eliminates concerns
Has AAV been studied as  vectors for influenza?,There are limited studies ,14703.0,False,1563.0,aav studied vectors influenza,limited studies
What are alphaviruses?,"positive-sense, single-stranded RNA viruses of the Togaviridae family",16320.0,False,1564.0,alphaviruses,positive sense single stranded rna viruses togaviridae family
What are some alphavirus vectors that have been developed?,"Semliki Forest virus (SFV), Sindbis (SIN) virus, Venezuelan equine encephalitis (VEE) virus, as well as chimeric viruses incorporating portions of SIN and VEE viruses",16467.0,False,1565.0,alphavirus vectors developed,semliki forest virus sfv sindbis sin virus venezuelan equine encephalitis vee virus well chimeric viruses incorporating portions sin vee viruses
How do the alphavirus vectors work?," The replication defective vaccines or replicons do not encode viral structural proteins, having these portions of the genome replaces with transgenic material.",16634.0,False,1566.0,alphavirus vectors work,replication defective vaccines replicons encode viral structural proteins portions genome replaces transgenic material
How do the alphavirus vectors work?,The structural proteins are provided in cell culture production systems.,16796.0,False,1567.0,alphavirus vectors work,structural proteins provided cell culture production systems
What is an important feature of the replicon  system?,"the self-replicating nature of the RNA. Despite the partial viral genome, the RNAs are self-replicating and can express transgenes at very high levels",16918.0,False,1568.0,important feature replicon system,self replicating nature rna despite partial viral genome rnas self replicating express transgenes high levels
How did the VEE based replicon system incorporating HA from PR8perform?,"demonstrated to induce potent HA-specific immune response and protected from challenge in a murine model, despite repeated immunization with the vector expressing a control antigen, suggesting preexisting immunity may not be an issue for the replicon vaccine",17247.0,False,1569.0,vee based replicon system incorporating ha pr8perform,demonstrated induce potent ha specific immune response protected challenge murine model despite repeated immunization vector expressing control antigen suggesting preexisting immunity may issue replicon vaccine
Why is the VEE replicon system particularly appealing?,"the VEE targets antigen-presenting cells in the lymphatic tissues, priming rapid and robust immune responses",18262.0,False,1570.0,vee replicon system particularly appealing,vee targets antigen presenting cells lymphatic tissues priming rapid robust immune responses
What is the advantage of the VEE replicon system?,"VEE replicon systems can induce robust mucosal immune responses through intranasal or subcutaneous immunization [72] [73] [74] , and subcutaneous immunization with virus-like replicon particles (VRP) expressing HA-induced antigen-specific systemic IgG and fecal IgA antibodies ",18378.0,False,1571.0,advantage vee replicon system,vee replicon systems induce robust mucosal immune responses intranasal subcutaneous immunization 72 73 74 subcutaneous immunization virus like replicon particles vrp expressing ha induced antigen specific systemic igg fecal iga antibodies
What were the VRPs derived from VEE developed for?,as candidate vaccines for cytomegalovirus (CMV),18710.0,False,1572.0,vrps derived vee developed,candidate vaccines cytomegalovirus cmv
What did the clinical  trial with CMV VRP show?,"vaccine was immunogenic, inducing CMV-neutralizing antibody responses and potent T cell responses. Moreover, the vaccine was well tolerated and considered safe ",18812.0,False,1573.0,clinical trial cmv vrp show,vaccine immunogenic inducing cmv neutralizing antibody responses potent cell responses moreover vaccine well tolerated considered safe
What did the clinical trial with VRP show?,"vaccine was safe and despite high vector-specific immunity after initial immunization, continued to boost transgene-specific immune responses upon boost ",19091.0,False,1574.0,clinical trial vrp show,vaccine safe despite high vector specific immunity initial immunization continued boost transgene specific immune responses upon boost
"Which  baculovirus vaccine has been approved for 
 human use?",baculovirus-derived recombinant HA vaccine was approved for human use and was first available for use in the United States for the 2013-2014 influenza season,19506.0,False,1575.0,baculovirus vaccine approved human use,baculovirus derived recombinant ha vaccine approved human use first available use united states 2013 2014 influenza season
What  is the advantage of baculoviruses?,readily manipulated,19888.0,False,1576.0,advantage baculoviruses,readily manipulated
What is the advantage of baculovirus vectors?,"The vectors can accommodate large gene insertions, show limited cytopathic effect in mammalian cells, and have been shown to infect and express genes of interest in a spectrum of mammalian cells",19909.0,False,1577.0,advantage baculovirus vectors,vectors accommodate large gene insertions show limited cytopathic effect mammalian cells shown infect express genes interest spectrum mammalian cells
How can baculovirus vectors be improved?,"While the insect promoters are not effective for mammalian gene expression, appropriate promoters can be cloned into the baculovirus vaccine vectors.",20111.0,False,1578.0,baculovirus vectors improved,insect promoters effective mammalian gene expression appropriate promoters cloned baculovirus vaccine vectors
what baculovirus vector based immunization provided protection from lethal challenge?,only intranasal immunization,20639.0,False,1580.0,baculovirus vector based immunization provided protection lethal challenge,intranasal immunization
What was the benefit of the robust innate immune response to baculovirus vector?, non-specific protection from subsequent influenza virus infection,20884.0,False,1581.0,benefit robust innate immune response baculovirus vector,non specific protection subsequent influenza virus infection
What is the Newcastle disease virus?,"a single-stranded, negative-sense RNA virus that causes disease in poultry. ",22733.0,False,1582.0,newcastle disease virus,single stranded negative sense rna virus causes disease poultry
What are the appealing qualities of the NDV vector?,"As an avian virus, there is little or no preexisting immunity to NDV in humans and NDV propagates to high titers in both chicken eggs and cell culture. ",22870.0,False,1583.0,appealing qualities ndv vector,avian virus little preexisting immunity ndv humans ndv propagates high titers chicken eggs cell culture
What is the appealing quality of the NDV vector?,"As a paramyxovirus, there is no DNA phase in the virus lifecycle reducing concerns of integration events, and the levels of gene expression are driven by the proximity to the leader sequence at the 3' end of the viral genome. This gradient of gene expression enables attenuation through rearrangement of the genome, or by insertion of transgenes within the genome.",23022.0,False,1584.0,appealing quality ndv vector,paramyxovirus dna phase virus lifecycle reducing concerns integration events levels gene expression driven proximity leader sequence 3 end viral genome gradient gene expression enables attenuation rearrangement genome insertion transgenes within genome
What is the appealing quality of the NDV vector?,pathogenicity of NDV is largely determined by features of the fusion protein enabling ready attenuation of the vaccine vector,23396.0,False,1585.0,appealing quality ndv vector,pathogenicity ndv largely determined features fusion protein enabling ready attenuation vaccine vector
What did the first report on the NDV vector test conclude?,it induced a robust serum antibody response and protected against homologous influenza virus challenge in a murine model of infection ,24174.0,False,1586.0,first report ndv vector test conclude,induced robust serum antibody response protected homologous influenza virus challenge murine model infection
What is the added protection of NDV vector?,providing protection against both the influenza virus and NDV infection.,24545.0,False,1587.0,added protection ndv vector,providing protection influenza virus ndv infection
What have the limited NDV human trails shown?,"the NDV vector is well-tolerated, even at high doses delivered intravenously ",25083.0,False,1588.0,limited ndv human trails shown,ndv vector well tolerated even high doses delivered intravenously
What  are the attractive features of the PIV5 vector?," PIV5 has a stable RNA genome and no DNA phase in virus replication cycle reducing concerns of host genome integration or modification. PIV5 can be grown to very high titers in mammalian vaccine cell culture substrates and is not cytopathic allowing for extended culture and harvest of vaccine virus [98, 99] . Like NDV, PIV5 has a 3'-to 5' gradient of gene expression and insertion of transgenes at different locations in the genome can variably attenuate the virus and alter transgene expression [100] . PIV5 has broad tropism, infecting many cell types, tissues, and species without causing clinical disease, although PIV5 has been associated with -kennel cough‖ in dogs",25629.0,False,1589.0,attractive features piv5 vector,piv5 stable rna genome dna phase virus replication cycle reducing concerns host genome integration modification piv5 grown high titers mammalian vaccine cell culture substrates cytopathic allowing extended culture harvest vaccine virus 98 99 like ndv piv5 3 5 gradient gene expression insertion transgenes different locations genome variably attenuate virus alter transgene expression 100 piv5 broad tropism infecting many cell types tissues species without causing clinical disease although piv5 associated kennel cough dogs
What  was the result of the test of efficacy of PIV5 in murine challenge?,"Mice intranasally vaccinated with a single dose of PIV5-H5 vaccine had robust serum and mucosal antibody responses, and were protected from lethal challenge. Notably, although cellular immune responses appeared to contribute to protection, serum antibody was sufficient for protection from challenge",27081.0,False,1590.0,result test efficacy piv5 murine challenge,mice intranasally vaccinated single dose piv5 h5 vaccine robust serum mucosal antibody responses protected lethal challenge notably although cellular immune responses appeared contribute protection serum antibody sufficient protection challenge
What opportunity has the termination of smallpox vaccination provided?,has resulted in a large population of poxvirus-naï ve individuals that provides the opportunity for the use of poxviruses as vectors without preexisting immunity concerns ,28943.0,False,1636.0,opportunity termination smallpox vaccination provided,resulted large population poxvirus naï individuals provides opportunity use poxviruses vectors without preexisting immunity concerns
What vaccinia vectors were created to address safety concerns?,"The modified vaccinia virus Ankara (MVA) strain was attenuated by passage 530 times in chick embryo fibroblasts cultures. The second, New York vaccinia virus (NYVAC) was a plaque-purified clone of the Copenhagen vaccine strain rationally attenuated by deletion of 18 open reading frames",29857.0,False,1637.0,vaccinia vectors created address safety concerns,modified vaccinia virus ankara mva strain attenuated passage 530 times chick embryo fibroblasts cultures second new york vaccinia virus nyvac plaque purified clone copenhagen vaccine strain rationally attenuated deletion 18 open reading frames
How safe is MVA?,"MVA has undergone extensive safety testing and shown to be attenuated in severely immunocompromised animals and safe for use in children, adults, elderly, and immunocompromised persons. With extensive pre-clinical data, recombinant MVA vaccines expressing influenza antigens have been tested in clinical trials and been shown to be safe and immunogenic in humans ",31858.0,False,1638.0,safe mva,mva undergone extensive safety testing shown attenuated severely immunocompromised animals safe use children adults elderly immunocompromised persons extensive pre clinical data recombinant mva vaccines expressing influenza antigens tested clinical trials shown safe immunogenic humans
What is the status of MVA influenza vaccine?,results combined with data from other (non-influenza) clinical and pre-clinical studies support MVA as a leading viral-vectored candidate vaccine.,32247.0,False,1639.0,status mva influenza vaccine,results combined data non influenza clinical pre clinical studies support mva leading viral vectored candidate vaccine
What  is NYVAC?,The NYVAC vector is a highly attenuated vaccinia virus strain. NYVAC is replication-restricted,32395.0,False,1640.0,nyvac,nyvac vector highly attenuated vaccinia virus strain nyvac replication restricted
How is NYVAC grown?,"in chick embryo fibroblasts and Vero cells enabling vaccine-scale production. In non-permissive cells, critical late structural proteins are not produced stopping replication at the immature virion stage ",32509.0,False,1642.0,nyvac grown,chick embryo fibroblasts vero cells enabling vaccine scale production non permissive cells critical late structural proteins produced stopping replication immature virion stage
How safe is NYVAC?, NYVAC is very attenuated and considered safe for use in humans of all ages,32720.0,False,1643.0,safe nyvac,nyvac attenuated considered safe use humans ages
What would limit the use of poxvirus vectored vaccines?,current influenza vaccination strategies rely upon regular immunization with vaccines matched to circulating strains,33773.0,False,1644.0,would limit use poxvirus vectored vaccines,current influenza vaccination strategies rely upon regular immunization vaccines matched circulating strains
what is the advantage of the NYVAC as an influenza virus?,"immunization with this vector induces weaker vaccine-specific immune responses compared to other poxvirus vaccines, a feature that may address the concerns surrounding preexisting immunity ",34111.0,False,1645.0,advantage nyvac influenza virus,immunization vector induces weaker vaccine specific immune responses compared poxvirus vaccines feature may address concerns surrounding preexisting immunity
Where is poxvirus vaccine being used?," licensed poxvirus for veterinary use that include fowlpox-and canarypox-vectored vaccines for avian and equine influenza viruses, respectively ",34414.0,False,1646.0,poxvirus vaccine used,licensed poxvirus veterinary use include fowlpox canarypox vectored vaccines avian equine influenza viruses respectively
What have the studies on NP shown for the protection against influenza challege?," immunization with NP expressed by AAV, rAd5, alphavirus vectors, MVA, or other vector systems induces potent CD8 + T cell responses ",39054.0,False,1647.0,studies np shown protection influenza challege,immunization np expressed aav rad5 alphavirus vectors mva vector systems induces potent cd8 cell responses
What is the goal of vaccine?,"protect against infection and disease, while inducing population-based immunity to reduce or eliminate virus transmission within the population",41133.0,False,1648.0,goal vaccine,protect infection disease inducing population based immunity reduce eliminate virus transmission within population
What has enabled the development of one size fits all vaccine?," recent ability to probe the virus-host interface through RNA interference approaches that facilitate the identification of host genes affecting virus replication, immunity, and disease.",41639.0,False,1649.0,enabled development one size fits vaccine,recent ability probe virus host interface rna interference approaches facilitate identification host genes affecting virus replication immunity disease
Why is a revision of current vaccines is needed?,"strategies for at-risk populations, particularly those at either end of the age spectrum",41899.0,False,1650.0,revision current vaccines needed,strategies risk populations particularly either end age spectrum
What is an example of an improved vaccine regime?,"a vectored influenza virus vaccine that expresses the HA, NA and M and/or NP proteins for the two currently circulating influenza A subtypes and both influenza B strains so that vaccine take and vaccine antigen levels are not an issue in inducing protective immunity",42055.0,False,1651.0,example improved vaccine regime,vectored influenza virus vaccine expresses ha na np proteins two currently circulating influenza subtypes influenza b strains vaccine take vaccine antigen levels issue inducing protective immunity
What can provide an improved vaccine regime?,Recombinant live-attenuated or replication-deficient influenza viruses,42323.0,False,1652.0,provide improved vaccine regime,recombinant live attenuated replication deficient influenza viruses
What features can be created for creating vectored vaccines?,"full-length influenza virus proteins, as well as generate conformationally restricted epitopes, features critical in generating appropriate humoral protection.",42497.0,False,1653.0,features created creating vectored vaccines,full length influenza virus proteins well generate conformationally restricted epitopes features critical generating appropriate humoral protection
How can sustained immunity be generated?,"induce immunity at sites of inductive immunity to natural infection, in this case the respiratory tract",42835.0,False,1654.0,sustained immunity generated,induce immunity sites inductive immunity natural infection case respiratory tract
What is the advantage of vectored vaccines?,"generate antigen for weeks after immunization, in contrast to subunit vaccination. This increased presence and level of vaccine antigen contributes to and helps sustain a durable memory immune response, even augmenting the selection of higher affinity antibody secreting cells",43025.0,False,1655.0,advantage vectored vaccines,generate antigen weeks immunization contrast subunit vaccination increased presence level vaccine antigen contributes helps sustain durable memory immune response even augmenting selection higher affinity antibody secreting cells
What  is the enhanced memory immune response linked to?,intrinsic augmentation of immunity induced by the vector.,43357.0,False,1656.0,enhanced memory immune response linked,intrinsic augmentation immunity induced vector
What cellular process is the Tat protein essential to?,HIV-1 replication,479.0,False,5128.0,cellular process tat protein essential,hiv 1 replication
Where does the Tat protein move to in cells?,nucleoplasm and the nucleolus,519.0,False,5129.0,tat protein move cells,nucleoplasm nucleolus
What is a nucleolus?,a highly dynamic and structured membrane-less sub-nuclear compartment,565.0,False,5130.0,nucleolus,highly dynamic structured membrane less sub nuclear compartment
Where are rRNA and ribosomes created?,nucleolus,554.0,False,5131.0,rrna ribosomes created,nucleolus
How many proteins were shown to change the amount of Jurkat T-cell nucleolus significantly?,49,1433.0,False,5132.0,many proteins shown change amount jurkat cell nucleolus significantly,49
What cellular processes occur in the nucleolus?,"RNA-polymerase-I-directed rDNA transcription, rRNA processing mediated by small nucleolar ribonucleoproteins (soRNPs) and ribosome assembly",2985.0,False,5133.0,cellular processes occur nucleolus,rna polymerase directed rdna transcription rrna processing mediated small nucleolar ribonucleoproteins sornps ribosome assembly
Which viruses target the nucleolus as part of their replication strategy?,"HIV-1, hCMV, HSV and KSHV",4678.0,False,5134.0,viruses target nucleolus part replication strategy,hiv 1 hcmv hsv kshv
What nucleolar antigen is essential of localization of Tat and Rev proteins?,B23,5436.0,False,5135.0,nucleolar antigen essential localization tat rev proteins,b23
What was studied in this report?,systematically analysed the nucleolar proteome perturbations occurring in Jurkat T-cells,6845.0,False,5136.0,studied report,systematically analysed nucleolar proteome perturbations occurring jurkat cells
What was studied in this report?,"the quantitative changes in the nucleolar proteome of Jurkat T cells constitutively expressing HIV-1 Tat (86aa) versus their Tat-negative counterpart,",7434.0,False,5137.0,studied report,quantitative changes nucleolar proteome jurkat cells constitutively expressing hiv 1 tat 86aa versus tat negative counterpart
Which isotope labeled arginine?,light (R0K0),9657.0,False,5138.0,isotope labeled arginine,light r0k0
Which isotope labeled lysine?,heavy (R6K6),9674.0,False,5139.0,isotope labeled lysine,heavy r6k6
How many cells were harvested from each culture?,85 million,9799.0,False,5140.0,many cells harvested culture,85 million
How long is the nuclear protein PARP-1?,113 kDa,10640.0,False,5141.0,long nuclear protein parp 1,113 kda
How long is the protein Alpha-tubulin?,50 kDa,10762.0,False,5142.0,long protein alpha tubulin,50 kda
Where was alpha-tubulin found most abundantly in the cell?,cytoplasmic,10797.0,False,5143.0,alpha tubulin found abundantly cell,cytoplasmic
Where was alpha-tubulin found least abundantly in the cell?,nuclear,10845.0,False,5144.0,alpha tubulin found least abundantly cell,nuclear
What is shown in Table S1?,The fully annotated list of the quantified nucleolar proteins,11360.0,False,5145.0,shown table s1,fully annotated list quantified nucleolar proteins
What types of cells are used to study Tat-mediated pathogenesis?,Jurkat T-cells,32303.0,False,5146.0,types cells used study tat mediated pathogenesis,jurkat cells
How many proteins displayed a significant fold change?,49,34212.0,False,5147.0,many proteins displayed significant fold change,49
What is the significance of this study?,the first proteomic analysis of dynamic composition of the nucleolus in response to HIV-1 Tat expression,45092.0,False,5148.0,significance study,first proteomic analysis dynamic composition nucleolus response hiv 1 tat expression
How are Mammarenaviruses spread from rodents to humans?,mucosal exposure to aerosols or by direct contact of abraded skin with infectious material,2592.0,False,5149.0,mammarenaviruses spread rodents humans,mucosal exposure aerosols direct contact abraded skin infectious material
What are the main groups for Mammarenaviruses?,Old World (OW) and New World (NW),2898.0,False,5150.0,main groups mammarenaviruses,old world ow new world nw
What is the cause of Lassa fever?,OW Lassa virus (LASV),2942.0,False,5151.0,cause lassa fever,ow lassa virus lasv
"What type of vaccine is JUNV, Candid#1?",live attenuated,4254.0,False,5152.0,type vaccine junv candid 1,live attenuated
Why was the human A549 cell line chosen for this study?,lung epithelial cells are one of the initial cell targets of humans following inhalation of mammarenavirions,6917.0,False,5153.0,human a549 cell line chosen study,lung epithelial cells one initial cell targets humans following inhalation mammarenavirions
For how long were the cells infected before analysis?,48 h,7152.0,False,5154.0,long cells infected analysis,48 h
What drug is used to treat congestive heart failure?,ouabain,14232.0,False,5155.0,drug used treat congestive heart failure,ouabain
What does ouabain inhibit?,ATP1A1,14259.0,False,5156.0,ouabain inhibit,atp1a1
What method can significantly alleviate the emergence of drug-resistant variants in RNA viral infections?,Combination therapy,20355.0,False,5157.0,method significantly alleviate emergence drug resistant variants rna viral infections,combination therapy
What factors did this study attribute to the efficient multiplication of mammarenaviruses?,ATP1A1 and PHB,34103.0,False,5158.0,factors study attribute efficient multiplication mammarenaviruses,atp1a1 phb
How do the authors suggest that ATP1A1 and PHB contribute to the efficient multiplication of mammarenaviruses?,using genetics and pharmacological inhibition of the genes,34177.0,False,5159.0,authors suggest atp1a1 phb contribute efficient multiplication mammarenaviruses,using genetics pharmacological inhibition genes
Which are the most abundant biological entities on Earth?,Viruses ,574.0,False,1175.0,abundant biological entities earth,viruses
What contributed to a large part of mammalian genomic sequence?,Retroviruses ,731.0,False,1176.0,contributed large part mammalian genomic sequence,retroviruses
What were the earliest replicating entities that fulfill several criteria for life?,ribozymes or viroids,1032.0,False,1177.0,earliest replicating entities fulfill several criteria life,ribozymes viroids
What are some examples of autonomous bacteria that lost their independence and became intracellular  parasites or endosymbionts?,"mitochondria, chloroplasts, Rickettsia ",1444.0,False,1178.0,examples autonomous bacteria lost independence became intracellular parasites endosymbionts,mitochondria chloroplasts rickettsia
What entities with no genes satisfy the criteria for life?,"ribozymes, catalytic RNAs closely related to viroids",2433.0,False,1179.0,entities genes satisfy criteria life,ribozymes catalytic rnas closely related viroids
Which group of RNA quasispecies satisfy criteria for life?," catalytically active members, enzymatically active ribozymes. The sequence space for 220-mer RNAs is about 3 × 10 132 (",2682.0,False,1180.0,group rna quasispecies satisfy criteria life,catalytically active members enzymatically active ribozymes sequence space 220 mer rnas 3 10 132
"How are the ribozymes able to replicate, join and create peptide bonds?"," They can polymerize progeny chemically, allow for mutations to occur and can evolve. One molecule serves as catalyst, the other one as substrate. Replication of ribozymes was demonstrated in the test tube (Lincoln and Joyce, 2009) . Ribozymes can form peptide bonds between amino acids (Zhang and Cech, 1997) . Thus, small peptides were available by ribozyme activity. ",2958.0,False,1181.0,ribozymes able replicate join create peptide bonds,polymerize progeny chemically allow mutations occur evolve one molecule serves catalyst one substrate replication ribozymes demonstrated test tube lincoln joyce 2009 ribozymes form peptide bonds amino acids zhang cech 1997 thus small peptides available ribozyme activity
Does RNA replication need polymerase enzymes?,Replication of RNA molecules can be performed chemically from RNA without polymerase enzymes.,3512.0,False,1182.0,rna replication need polymerase enzymes,replication rna molecules performed chemically rna without polymerase enzymes
How can DNA arise chemically from RNA?,"deoxyribozymes can form from ribonucleotides (Wilson and Szostak, 1999) . Thus, DNA can arise from RNA chemically, without the key protein enzyme, the reverse transcriptase.",3619.0,False,1183.0,dna arise chemically rna,deoxyribozymes form ribonucleotides wilson szostak 1999 thus dna arise rna chemically without key protein enzyme reverse transcriptase
What do ribozymes consist of?,circular single-stranded RNAs,3946.0,False,1184.0,ribozymes consist,circular single stranded rnas
What do ribozymes lack?,the genetic triplet code and do not encode proteins,4002.0,False,1185.0,ribozymes lack,genetic triplet code encode proteins
What do ribozymes exhibit?,"structural information by hairpin-loops that form hydrogen bonds between incomplete double strands, and loops free to interact with other molecules.",4077.0,False,1186.0,ribozymes exhibit,structural information hairpin loops form hydrogen bonds incomplete double strands loops free interact molecules
What is CHIKV marked by?,"severe joint pain, contorting its victims into unusual postures ",1660.0,False,2477.0,chikv marked,severe joint pain contorting victims unusual postures
What does Chikungunya cause?," fever disease, headache, rash, nausea, vomiting, myalgia, and arthralgia",516.0,False,2471.0,chikungunya cause,fever disease headache rash nausea vomiting myalgia arthralgia
What is Chikungunya virus?,a mosquito-borne emerging pathogen,430.0,False,2470.0,chikungunya virus,mosquito borne emerging pathogen
Is there a treatment?,"Currently, there is no vaccine or antiviral treatmen",884.0,False,2472.0,treatment,currently vaccine antiviral treatmen
What conclusion is drawn in this report?,"With the threat of an emerging global pandemic, the peculiar problems associated with the more immediate and seasonal epidemics warrant the development of an effective vaccine.",939.0,False,2473.0,conclusion drawn report,threat emerging global pandemic peculiar problems associated immediate seasonal epidemics warrant development effective vaccine
What is Chikungunya virus?,a mosquito-borne pathogen listed by National Institute of Allergy and Infectious Diseases (NIAID) as a Category C Priority Pathogen that causes Chikungunya fever (CHIKF),1219.0,False,2474.0,chikungunya virus,mosquito borne pathogen listed national institute allergy infectious diseases niaid category c priority pathogen causes chikungunya fever chikf
What is CHIKV?,an arthropod-borne virus (arbovirus,1491.0,False,2475.0,chikv,arthropod borne virus arbovirus
How is CHIKV propagated to  humans?,"primarily by Aedes aegypti, the infamous yellow fever propagator",1557.0,False,2476.0,chikv propagated humans,primarily aedes aegypti infamous yellow fever propagator
From what  language the disease gets its name?,Kimakonde vernacular language of Tanzania and Mozambique,1765.0,False,2478.0,language disease gets name,kimakonde vernacular language tanzania mozambique
What is the word Chikungunya mean?,'that which contorts or bends up',1855.0,False,2479.0,word chikungunya mean,contorts bends
What  does Chikungunya mean in Swahili?,the illness of the bended walker,1921.0,False,2480.0,chikungunya mean swahili,illness bended walker
How is CHIKV maintained in Africa?," in a sylvatic cycle among forest-dwelling Aedes spp. mosquitoes, wild primates, squirrels, birds, and rodents",1998.0,False,2481.0,chikv maintained africa,sylvatic cycle among forest dwelling aedes spp mosquitoes wild primates squirrels birds rodents
"What is it vectored by, in Asia?", Ae. aegypti and Ae. albopictus,2164.0,False,2482.0,vectored asia,ae aegypti ae albopictus
How does the transmission in Asia occur?,"in an urban cycle whereby the mosquito spreads the disease from an infected human to an uninfected human, following an epidemiological pattern similar to dengue fever",2231.0,False,2483.0,transmission asia occur,urban cycle whereby mosquito spreads disease infected human uninfected human following epidemiological pattern similar dengue fever
What spurred  the discovery of the new vector Ae. albopictus?,"The 2005-2006 epidemic of CHIKV in La Reunion islands in the Indian Ocean,",2406.0,False,2484.0,spurred discovery new vector ae albopictus,2005 2006 epidemic chikv la reunion islands indian ocean
In the epidemic  peak how many cases per week were there on the island?,"46,000",2683.0,False,2485.0,epidemic peak many cases per week island,46 000
What does this review detail?,the epidemiology and global expansion of CHIKV,2992.0,False,2486.0,review detail,epidemiology global expansion chikv
What  dose this review describe?," its clinical features and pathogenesis and its symptoms and complications, and finally nominates a possible vaccine approach against CHIKV infection.",3049.0,False,2487.0,dose review describe,clinical features pathogenesis symptoms complications finally nominates possible vaccine approach chikv infection
How many genotypes of CHIKV have been isilated?, three genotypes based on phylogenetic studies.,3229.0,False,2488.0,many genotypes chikv isilated,three genotypes based phylogenetic studies
What are the  genotypes based on?,"the gene sequences of an Envelope protein (E1), are Asian, East/Central/ South African, and West African",3303.0,False,2489.0,genotypes based,gene sequences envelope protein e1 asian east central south african west african
hen did Asian genotype emerge?,"between 50 and 310 y ago,",3514.0,False,2490.0,hen asian genotype emerge,50 310 ago
When didthe Asian genotype diverge from African genotype?, between 100 and 840 y ago,3588.0,False,2491.0,didthe asian genotype diverge african genotype,100 840 ago
What is the status of Asian CHIKV since its emergence?,"has come a long way, with several mutations incorporated, and has continued to wreak epidemics in several regions",3640.0,False,2492.0,status asian chikv since emergence,come long way several mutations incorporated continued wreak epidemics several regions
What are the recent activities of CHIKV?," the Indian epidemic in 2005-2006, which was followed by a sudden explosion of cases in 2007. An estimated 1.3 million people across 13 states were reported to be infected in India [12, 16] , and CHIKV was also widespread in Malaysia, Sri Lanka, and Indonesia [17] . In July-August of 2007, CHIKV was reported in Italy, probably brought in by travelers from CHIKV-prone regions of India, Africa, and Indian Ocean islands such as Mauritius, Madagascar, and Seychelles.",3789.0,False,2493.0,recent activities chikv,indian epidemic 2005 2006 followed sudden explosion cases 2007 estimated 1 3 million people across 13 states reported infected india 12 16 chikv also widespread malaysia sri lanka indonesia 17 july august 2007 chikv reported italy probably brought travelers chikv prone regions india africa indian ocean islands mauritius madagascar seychelles
How was the Italian isolation found to have evolved from?,"from the Kerala isolate, which was associated with a A226V shift in E1 gene that represents a successful evolutionary adaptation in the mosquito vector similar to the ones observed in Reunion Island [",4312.0,False,2494.0,italian isolation found evolved,kerala isolate associated a226v shift e1 gene represents successful evolutionary adaptation mosquito vector similar ones observed reunion island
How many days is the incubation period?,2-6 d,5443.0,False,2495.0,many days incubation period,2 6
In how many days do the symptoms arise?,04-Jul,5481.0,False,2496.0,many days symptoms arise,04 jul
What are exhibited in the two phases?,"The first stage is acute, while the second stage, experienced by most but not all, is persistent, causing disabling polyarthritis. Characteristics of the acute phase include an abrupt onset of fever, arthralgia, and in some cases, maculopapular rash [6, 23] . The acute phase causes such intense joint and muscular pain that makes movement very difficult and prostrates its victims [",5673.0,False,2497.0,exhibited two phases,first stage acute second stage experienced persistent causing disabling polyarthritis characteristics acute phase include abrupt onset fever arthralgia cases maculopapular rash 6 23 acute phase causes intense joint muscular pain makes movement difficult prostrates victims
What are consequences of infection?,"Ninety-five percent of infected adults are symptomatic after infection, and of these, most become disabled for weeks to months as a result of decreased dexterity, loss of mobility, and delayed reaction.",6066.0,False,2498.0,consequences infection,ninety five percent infected adults symptomatic infection become disabled weeks months result decreased dexterity loss mobility delayed reaction
What percentage of the patients still have the CHIKV IgM after eighteen months?,The chronic stage of CHIKF is characterized by,6379.0,False,2499.0,percentage patients still chikv igm eighteen months,chronic stage chikf characterized
What is te chronic stage characterized by?, by polyarthralgia that can last from weeks to years beyond the acute stage,6422.0,False,2500.0,te chronic stage characterized,polyarthralgia last weeks years beyond acute stage
What is affected by CHIKV?,fibroblasts,6535.0,False,2501.0,affected chikv,fibroblasts
What explains the pain associated with CHIKV?, The high number of nociceptive nerve endings found within the joints and muscle connective tissues,6623.0,False,2502.0,explains pain associated chikv,high number nociceptive nerve endings found within joints muscle connective tissues
What percentage of people suffering from the CHIKF are over 65 years old?,50%,6784.0,False,2503.0,percentage people suffering chikf 65 years old,50
What percentage die?,33%,6862.0,False,2504.0,percentage die,33
What other group is disproportionately affected?,children,7040.0,False,2505.0,group disproportionately affected,children
What complications are associated with CHIKV?,"from most common to least common, include respiratory failure, cardiovascular decompensation, meningoencephalitis, severe acute hepatitis, severe cutaneous effects, other central nervous system problems, and kidney failure",7093.0,False,2506.0,complications associated chikv,common least common include respiratory failure cardiovascular decompensation meningoencephalitis severe acute hepatitis severe cutaneous effects central nervous system problems kidney failure
What happens after  host infection?,"CHIKV undertakes a complex replication cycle upon host infection (Figure 2 ), which makes its genome susceptible to mutations ",7347.0,False,2507.0,happens host infection,chikv undertakes complex replication cycle upon host infection figure 2 makes genome susceptible mutations
